SiteID,hasShop,shopBrand,accuracy,Tokens,usedPhotoDate,usedPhotoFileName,isStreetViewPhoto
44005333,True,M&S Simply Food,95,2845,2024-07-01,bp,True
44007084,True,M&S Simply Food,100,1297,2023-10-01,Screenshot 2024-01-21 at 10.33.32.png,False
44005391,True,Tesco Express,100,1297,2021-08-01,Tesco Petrol Station,False
44005840,True,Spar,100,2587,2024-03-01,8.png,False
44002354,True,Londis,100,1555,2022-03-01,Screenshot 2024-05-04 at 12.48.39.png,True
44007675,True,Tesco Extra,100,1297,2024-06-01,Screenshot 2024-07-03 at 18.33.16.png,False
44005602,True,Londis,100,2845,2022-11-01,Screenshot 2024-01-21 at 11.25.08.png,False
44000607,True,BP Connect,80,2845,2023-04-01,9.png,False
44008213,True,Shell Select,95,2587,2016-09-01,Shell Select entrance.png,False
44006759,True,Londis,95,2329,2024-06-01,Esso,False
44002410,True,Murco,90,1813,2022-04-01,A487,True
44009020,True,Lifestyle Express,100,1039,2023-08-01,texaco.png,False
44002383,True,Spar,90,1813,2024-05-01,Screenshot 2024-05-20 at 10.17.50.png,True
44010248,True,ASDA,100,2845,2019-11,88888.png,False
44009323,True,Gulf,100,2845,2024-05-01,4.png,False
44006917,True,Shell Shop,95,1555,2021-06-01,3.png,False
44000237,True,M&S Simply Food,100,1555,2024-08-01,56956098618b2524c83539351456b5a47f886075.png,True
44001711,True,Londis,95,2587,2024-03-01,Screenshot 2024-05-03 at 20.44.43.png,True
44008944,True,Other,75,2071,2024-07-01,Screenshot 2024-07-01 at 21.56.19.png,True
44006251,True,Tesco Express,95,2587,2020-03-01,Screenshot 2024-08-18 at 12.26.09.png,False
44002970,True,Londis,100,1555,2024-10-01,Screenshot 2024-11-14 at 10.00.34.png,True
44000044,True,Co-op,95,523,2023-08-01,image.png,True
44000487,True,Shell Select,90,2845,2020-10-01,Screenshot 2024-05-03 at 12.53.33.png,False
44006125,True,M&S Simply Food,100,1813,2024-05-01,Screenshot 2024-05-16 at 16.26.42.png,True
44001323,True,best-one,95,523,2023-06-01,original.png,True
44002614,True,Londis,95,2845,2024-10-01,bp,False
44006103,True,Shell Select,90,2071,2024-06-01,3.png,False
44004524,True,Londis,100,523,2023-06-01,crop_38 Hamilton Rd - Google Maps.png,True
44002926,True,Londis,80,1039,2021-09-01,screenshot_3.png,True
44005705,True,Spar,95,2071,2023-05-01,Petrol Station,True
44005782,True,Morrisons Daily,90,2845,2018-11-01,1.png,False
44010512,True,Spar,100,1555,2024-07-01,2,True
44008386,True,Spar,100,2071,2021-12-01,11.png,False
44005465,True,Shell Select,95,1813,2024-04-01,Screenshot 2024-05-05 at 22.35.45.png,True
44001048,True,Tesco Express,100,781,2023-04-01,Screenshot 2024-05-01 at 11.51.36.png,True
44002307,True,JET essentials,100,2587,2024-03-01,Jet - Petrol Station & Convenienc...,False
44007751,True,M&S Simply Food,100,1297,2023-08-01,3.png,False
44008587,False,N/A,90,2071,2024-06-13,Screenshot_20240613_151609.png,False
44006042,True,M&S Simply Food,95,2071,2020-08-01,bp,False
44006479,True,Spar,80,1813,2021-09-01,3.png,True
44010866,False,,90,1039,2023-07-01,Screenshot 2024-05-05 at 20.17.14.png,True
44007786,True,Shell Select,60,1555,2020-07-01,4.png,False
44008439,True,Local,75,523,2023-03-01,r_147868990.jpg,True
44009857,True,Morrisons Daily,100,2845,2024-10-01,image.png,True
44004373,True,Premier,95,1297,2023-07-01,Screenshot 2024-02-06 at 14.12.00.png,True
44002976,True,Tesco Express,100,2071,2023-09-01,Screenshot 2024-05-02 at 14.46.25.png,False
44009735,True,ASDA,100,1813,2023-08-01,20230814_133703.jpg,False
44002994,True,Londis,100,2071,2024-09-01,325577346-c91943e3-03e6-42c6-99f6-c1f4e3731850.png,True
44006686,True,Costcutter,95,2071,2020-03-01,bp,False
44003130,True,M&S Simply Food,100,2845,2021-09-01,bp.png,False
44009338,True,,50,1039,2023-04-01,Screenshot 2024-05-02 at 11.31.09.png,True
44006592,True,Spar,95,2071,2023-03-01,Screenshot 2024-02-20 at 16.14.05.png,True
44009942,True,Essentials,100,1039,2023-11-01,All,False
44005780,True,ASDA Express,95,2329,2024-03-01,ASDA Petrol Station,False
44010684,True,Circle K Express,100,523,2021-07-01,0000.jpg,True
44009570,True,Shell Select,70,2845,2019-08-01,Shell.jpg,False
44010164,False,N/A,70,1039,2011-05-01,83293,True
44004021,True,ASDA Express,95,523,2024-07-01,ASDA Petrol Station.png,True
44003415,True,Shell Shop,95,2329,2023-04-01,222.png,False
44001291,True,Londis,95,2845,2021-05-01,Screenshot 2024-05-19 at 17.37.17.png,True
44007345,True,Tesco Express,100,1813,2021-03-01,Screenshot 2024-05-07 at 21.56.23.png,False
44002591,True,Spar,100,1555,2023-07-01,Screenshot 2024-02-20 at 10.47.03.png,False
44007484,True,Spar,100,2071,2021-12-01,Screenshot 2024-05-09 at 14.08.43.png,False
44009804,True,Spar,90,1039,2022-04-01,gulf_02.png,False
44009293,True,Spar,95,1297,2024-05-12,Screenshot 2024-05-12 at 21.39.14.png,True
44001571,True,Londis,95,2845,2024-08-01,64e25c36-cc61-4f67-8ef5-b2f22a9572c7.png,True
44005248,True,Tesco Express,95,1555,2022-10-01,image capture_Oct 2022,True
44007819,True,Premier,100,1813,2023-06-01,Screenshot 2024-02-22 at 19.29.42.png,True
44010472,True,Spar,100,1039,2023-06-01,Screenshot 2024-05-03 at 13.35.08.png,True
44002770,True,deli2go,95,2845,2024-05-02,Screenshot 2024-05-02 at 13.15.38.png,False
44010793,True,Post Office,90,1039,2022-06-01,Screenshot 2024-05-18 at 22.32.49.png,True
44009666,True,Esso On the Run,95,1555,2024-07-01,Screenshot 2024-05-09 at 12.57.21.png,True
44010679,True,Nisa,80,1555,2024-08-01,Screenshot 2024-08-24 at 18.01.48.png,True
44007451,True,Nisa,70,1297,2024-09-01,Screenshot 2024-01-12 at 22.49.08.png,True
44010426,False,,100,2845,2024-07-01,1.png,True
44010869,False,N/A,100,2845,2023-01-01,2.png,False
44010589,False,null,95,1555,2024-08-01,a684.png,True
44002013,True,Londis,95,2845,2022-10-01,Esso,False
44008097,True,Premier,95,2845,2023-06-01,Ancaster Service Station,True
44002494,True,Londis,100,2071,2023-08-01,shell-5.png,True
44009401,False,null,100,1297,2023-06-01,41479.png,True
44001386,True,Spar,100,2071,2019-08-01,Texaco,False
44001620,True,Tesco Express,100,2071,2024-08-01,Screenshot 2024-02-01 at 19.07.47.png,True
44006025,True,Nisa Local,100,2845,2023-07-01,Screenshot 2024-02-22 at 16.10.16.png,True
44003573,True,Tesco Express,100,2845,2023-02-01,Screenshot 2024-05-12 at 17.16.48.png,False
44006746,True,Shell Select,95,2845,2023-11,Screenshot 2024-05-08 at 20.55.23.png,False
44003885,True,Tesco Express,100,1297,2022-09-01,Screenshot 2024-01-08 at 11.48.27.png,True
44010251,True,ASDA,100,2845,2018-06-01,8.png,False
44010930,True,Tesco Express,95,1297,2023-06-01,Screenshot 2024-04-29 at 19.25.44.png,False
44001934,True,Londis,100,1813,2023-08-01,bp,True
44001103,True,Premier,95,1039,2017-05-01,Screenshot 2024-05-03 at 18.18.58.png,True
44005973,True,Londis,95,523,2024-06-01,0000.jpg,True
44000210,True,Spar,95,1297,2023-05-01,photo_3.png,True
44006304,True,Spar,95,2587,2024-09-01,Screenshot 2024-05-02 at 8.29.24 PM.png,True
44007821,True,Tesco Express,100,1813,2023-05-01,Screenshot 2024-01-27 at 22.03.47.png,True
44005011,True,Spar,100,1813,2022-09-01,Screenshot 2024-05-12 at 19.47.31.png,False
44004307,True,Spar,100,2845,2024-08-01,1549975200-0872043140-5495.jpg,True
44000939,True,Spar,90,1297,2022-04-01,Screenshot 2024-01-28 at 14.15.33.png,False
44007610,True,Tesco Express,100,2587,2016-09,7764516898-0,False
44001790,True,SPAR,80,2845,2024-05-20,Screenshot 2024-05-20 at 20.50.45.png,True
44001899,True,Londis,100,1039,2022-11-01,69 A4.png,True
44005027,True,Shell Select,90,2845,2019-12-01,Screenshot_20240112-191012.png,True
44003726,True,M&S Simply Food,100,2845,2024-04-01,hi Uk,False
44011079,True,Nisa,100,2329,2024-10-01,Screenshot 2024-10-27 at 16.28.33.png,False
44001209,True,Tesco Express,100,2071,2024-07-01,8.png,True
44011010,True,Spar,95,2845,2023-01-01,Shell,False
44001541,False,null,90,523,2023-04-01,image.png,True
44004385,True,Applegreen,80,523,2023-03-01,image.png,True
44000595,True,Londis,95,2845,2016-11-01,Screenshot 2024-05-08 at 11.39.21.png,False
44007633,True,Spar,95,2587,2019-01-01,796412958-4521606531267666410.jpg,False
44003497,True,Londis,95,2845,2024-03-01,Esso,True
44004794,True,Esso On the Run,90,1297,2023-10-01,2.png,False
44009084,True,Nisa,95,1813,2023-05-01,2.png,True
44008770,True,Deighan,100,523,2023-06-01,d7b929c5-6483-4559-bb41-69bb0f679f15.jpg,True
44000552,True,Londis,100,2845,2024-05-01,Screenshot_20240613_202346.png,False
44007715,True,Centra,100,2845,Jun 2021,Lustys Centra - Larne Harbour.png,False
44007473,True,Spar,95,1555,2022-11-01,A2990,True
44004976,True,Shell Select,100,2845,2022-01-01,732.png,False
44007477,True,Londis,100,2845,2024-01-01,Texaco Towey Service Station,False
44005681,True,Londis,100,523,2023-04-01,image.png,True
44003655,True,Lifestyle Express,100,523,2024-10-01,original.png,True
44010023,True,Tesco Extra,100,2845,2022-04-01,43.png,True
44000319,True,Esso On the Run,95,1039,2018-04-01,Esso,False
44001879,True,Tesco Express,100,2587,2024-06-01,9132025306_1182644269,True
44006051,True,Tesco Express,100,2587,2023-06-01,996e3379-56b0-49f6-8d87-1eb9c19b329d.png,True
44007275,True,Tesco,100,2845,2022-04-01,9795105b-b1bc-4274-870f-902232090946.png,False
44005388,True,Shell Select,95,2845,2024-09-01,google_search.png,True
44002644,True,Spar,95,1813,2023-09-01,5555.png,True
44003488,True,Londis,100,2071,2023-07-01,01689a9a-f32d-4f26-8304-d941472117ed.png,False
44001985,True,MACE,100,523,2021-10-01,image.png,True
44010781,False,null,100,1813,2020-11-01,80e0626e-a143-40ed-97ba-c7ca133b9322.png,False
44005612,True,Londis,100,2329,2023-06-01,screenshot-2024-01-14-at-19-03-28.png,True
44000928,True,Esso On the Run,90,1813,2024-01-01,Esso.png,False
44003392,True,Tesco Express,100,2329,2019-08-01,Tesco Petrol Station,False
44003308,True,Tesco Express,95,1555,2021-08-01,Tesco Petrol Station.png,False
44001247,True,Spar,95,2845,2022-04-01,7,False
44007229,True,Nisa,95,1813,2024-04-01,Screenshot 2024-05-03 at 17.47.34.png,True
44000239,True,Spar,100,523,2023-05-01,image.png,True
44010575,True,Unbranded,40,523,2024-03-01,801767314-016624.jpg,True
44003094,True,Murco,90,2845,2023-11-01,Screenshot 2023-12-04 at 19.36.53.png,False
44008230,True,Spar,95,2329,2019-06-01,Screenshot 2024-01-05 at 17.17.05.png,False
44010707,True,Murco,95,2071,2024-11-01,Screenshot 2024-05-09 at 15.04.30.png,False
44003103,True,Londis,95,1555,2023-04-01,JET,False
44000534,True,Tesco Express,100,2845,2024-01-01,Screenshot 2024-02-14 at 14.57.39.png,False
44002742,True,Londis,95,2845,2024-07,Esso,False
44006261,True,Londis,95,2845,2024-01-01,Screenshot 2024-05-02 at 19.42.16.png,False
44009224,True,Shop,70,2329,2024-06-01,5198490d-8593-449e-9290-78137381732a.png,False
44001969,True,Euro Spar,100,523,2022-04-01,81 Newcastle Rd.png,True
44000510,True,Relish Delicatessen,95,2845,2017-08-01,Scaffolg Service Station,False
44003016,True,Spar,90,1297,2024-07-01,bingley.png,True
44007971,True,Spar,75,2329,2022-10-01,3,True
44006578,True,Morrisons Daily,100,2845,2024-08-01,8,False
44004740,True,Greggs,95,2845,2018-04-01,10.png,False
44009637,True,Spar,95,1039,2024-05-01,347266948-155d3f68-349f-4f8a-9128-208c7f145d99.png,True
44009059,True,Londis,100,2845,2023-03-01,3781517d-5827-419c-8a4a-b9740410b7b8.png,True
44003628,True,Londis,100,523,2021-06-01,crop_703_959_1398_1632.jpg,True
44006976,True,M&S Simply Food,95,2845,2024-01-01,IMG_6275.PNG,False
44005155,True,ASDA,100,2845,2018-05-01,Screenshot 2024-01-02 at 23.39.45.png,False
44008015,True,Londis,95,2329,2024-10-01,3.png,True
44002833,True,JET essentials,95,2845,2021-09-01,JET,False
44000475,True,Tesco Express,100,1813,2023-05-01,1673608027440.png,True
44008686,True,Costcutter,95,1039,2024-06-01,3312321_3017206669575331_5867541889535364254_n.jpg,False
44001019,True,Nisa,80,1555,2024-08-01,Screenshot 2024-05-08 at 10.00.46.png,False
44009751,True,M&S Simply Food,95,2845,2021-06-01,3.png,False
44009687,True,ASDA Express,95,1039,2022-10-01,Screenshot 2024-02-04 at 19.08.44.png,True
44004036,True,Morrisons Daily,100,2587,2024-08-01,224morrisons-petrol-station-57-11357445725554628920.webp,False
44007095,True,Tesco Express,100,1555,2022-06-01,Screenshot 2024-01-18 at 11.40.41.png,True
44001249,True,Nisa,100,2329,2023-07-01,5955020697-0774f1343c-k.jpg,True
44003235,True,Londis,100,2587,2024-03-01,Screenshot 2024-04-25 at 14.58.57.png,True
44007201,True,Londis,90,2845,2024-07-01,screenshot_1.png,False
44002679,True,Little Waitrose,100,2845,2024-11-01,Shell,False
44003394,True,Spar,70,2845,2023-02-01,06.png,False
44004057,True,Tesco Express,100,1555,2022-01-01,6d2d6823-8204-4764-aa05-07764a2768ff.png,False
44010096,True,Costcutter,100,1039,2021-10-01,screenshot_1.png,True
44002061,True,Londis,100,1555,2023-05-01,5-conv.png,False
44010625,False,null,90,523,2024-03-01,image.png,True
44007850,True,BP Connect,70,1555,2024-06-01,bp,True
44005368,True,Unbranded,60,523,2022-09-01,Google.png,True
44009762,True,Londis,95,2071,2023-08-01,Screenshot 2024-10-26 at 17.34.09.png,False
44002631,True,Ashley Green,95,2845,2019-06-01,Applegreen Chesham Service S,False
44005106,True,Forecourt Shop,100,2845,2013-01-01,4,False
44002577,True,Eurospar,95,1555,2023-05-01,Screenshot 2024-01-27 at 21.31.32.png,True
44003656,True,Morrisons Daily,100,1039,2024-06-01,Screenshot 2024-07-03 at 15.24.07.png,True
44005714,True,M&S Simply Food,95,2845,2023-04-01,Screenshot 2024-05-09 at 21.09.27.png,False
44004201,True,Co-op,100,2845,2022-07-01,image.png,False
44005325,True,Londis,100,1039,2023-04-01,bp,False
44008093,True,Morrisons Daily,95,2071,2024-06-01,2.png,False
44000946,True,Tesco Express,100,2845,2024-01,Tesco Express,False
44009567,True,Spar,95,2845,2019-04-01,photo_Chiranjibi Dewangan,False
44003282,True,Tesco Express,100,2071,2024-02-01,14,False
44005462,True,COSTA,90,523,2023-05-01,image.png,True
44004470,True,M&S Simply Food,95,2845,2020-07-01,Screenshot 2024-01-09 at 19.30.32.png,False
44003767,True,Tesco Express,100,1813,2021-06-01,Tesco Petrol Station,True
44011014,True,SPAR,100,2845,2022-10-01,SPAR Roslea,True
44004984,True,Spar,95,2845,2024-09-01,Shell,False
44009162,True,Spar,95,1555,2023-09-01,Screenshot 2024-02-18 at 18.04.37.png,True
44005203,True,Premier Express,100,2071,2024-01-01,Screenshot 2024-05-07 at 11.48.55.png,False
44002822,True,Roberts,95,1555,2020-08-01,no_file_name,False
44010851,True,Sinclair General Stores,100,2845,2022-06-01,Screenshot 2024-02-05 at 13.30.07.png,True
44001940,True,ASDA Express,95,2329,2024-06-01,64.png,True
44001990,True,Other,50,523,2022-09-01,e4986d4e-5e44-405b-843b-a75464a41147.jpg,True
44000891,True,Londis,95,2845,2024-02-01,Screenshot 2024-05-02 at 20.42.00.png,False
44007014,True,Londis,100,2845,2020-10-01,Screenshot 2024-01-27 at 22.14.34.png,True
44007640,True,Spar,80,2071,2019-01-01,Padstow Petrol Station,False
44010676,False,null,90,1555,2022-06-01,Image capture Jun 2022.jpg,True
44008921,True,Nicholl,95,523,2022-09-01,image.png,True
44008010,True,Londis,95,2329,2023-08-01,no file name,False
44005186,True,Nisa,90,1813,2019-08-01,6. B6194,True
44003662,True,M&S Simply Food,100,1297,2023-06-01,397485859-9118-469d-97b7-92c97ddffc5a.png,False
44000951,True,ASDA,100,2845,2024-07-01,8 London Rd,False
44003911,True,ASDA Express,100,2845,2024-04-01,1.png,True
44002955,True,Tesco Express,100,2845,2024-10-01,4-Full.png,False
44004332,True,Tesco Extra,100,2845,2024-06-01,64013d7c3d8c9b0256e2a346,True
44009574,True,ASDA Express,95,2845,2022-03-01,Shell Southside Service Station,False
44006797,True,Tesco Express,100,2845,2024-09-01,Tesco Esso Express,True
44005009,False,null,90,523,2023-02-01,Fuel Stop.png,True
44001185,True,Applegreen,95,2845,2023-09-01,Applegreen,True
44002072,True,Spar,95,523,2023-05-01,09470680-b7df-4c57-bf67-b8339101380c.jpg,True
44007782,True,Londis,100,2587,2023-03-01,Screenshot 2024-03-16 at 19.54.28.png,True
44001320,True,Londis,95,1555,2023-11-01,Esso,False
44007365,True,ASDA Express,95,1297,2024-03-01,Screenshot 2024-05-08 at 15.18.22.png,False
44010964,False,,100,523,2023-07-01,image.png,True
44009594,True,Shell Select,80,2587,2024-08-01,Screenshot 2024-05-17 at 18.01.26.png,True
44000456,True,Unbranded,80,523,2024-10-01,crop.jpg,True
44010780,True,Other,70,2845,2024-03-01,Screenshot 2024-05-03 at 15.48.54.png,False
44006233,True,best-one,95,2845,2017-09-01,bp,False
44009672,True,Londis,100,2845,2023-08-01,Screenshot 2024-11-16 at 13.53.55.png,False
44008867,False,null,90,523,2023-05-01,image.png,True
44005816,True,Morrisons Daily,95,2329,2023-11-01,347899846_680528117615683_4181811413764001248_n.jpg,False
44002605,True,ASDA,100,2845,2023-01-01,4_20220416_082532.png,False
44001312,True,On the go,95,1039,2019-09-01,bp.png,False
44004692,True,Budgens,95,1297,2021-10-01,Esso.png,False
44002246,True,Londis,90,2587,2023-03-01,image.png,True
44002747,True,BP Connect,90,1555,2011-06-01,Screenshot 2024-05-12 at 19.00.23.png,False
44008250,True,Spar,95,2845,2023-04-01,Screenshot 2024-01-25 at 16.17.05.png,False
44008264,True,Morrisons Daily,100,2329,2017-07-26,4.png,False
44002712,True,Gulf,90,2845,2023-08-01,2.png,False
44000022,True,Spar,80,1039,2021-09-01,Screenshot 2024-05-08 at 10.56.35.png,True
44007552,True,Shell Select,100,2845,2016-11,21-Shell.png,False
44002773,True,Tesco Express,100,1813,2023-07-01,606493742-07f6706e-28f0-4700-af7f-27199a23f686.png,False
44003740,True,Londis,100,1813,2022-05-01,4 A476,True
44002873,True,Costcutter,100,523,2024-08-01,image.png,True
44002882,True,Nisa,95,1813,2021-10-01,Nisa shop.png,False
44011053,True,Nisa Local,100,2845,2023-11-01,image.png,False
44001410,True,ASDA Express,100,2329,2024-10-01,Esso,True
44009537,True,Londis,100,1297,2024-05-01,3197a947-9674-49b1-92df-f71ef3c56c09.png,False
44005795,True,Hursts,95,1813,2017-06-01,4.png,False
44003835,True,Shell Shop,95,2329,2023-11-01,6665646f-707e-44e6-a465-1774d09a6a33.png,False
44002149,True,Londis,95,1039,2020-10-01,bp.png,False
44003100,True,Best-one,95,1039,2023-06-01,Screenshot 2024-01-19 at 14.17.38.png,True
44010279,True,MACE,100,523,2023-06-01,1186945070-a178c3a96d.jpg,True
44006284,True,Tesco Express,95,1555,2020-08-01,Screenshot 2024-01-19 at 17.42.40.png,False
44001418,True,Londis,95,1813,2023-10-01,Screenshot 2024-01-21 at 19.34.22.png,False
44000354,True,Centra,100,523,2023-04-01,image.png,True
44007647,True,Applegreen,95,2845,2023-01-01,Screenshot 2024-02-29 at 22.48.07.png,False
44008620,True,Spar,90,1039,2022-04-01,Screenshot 2024-05-06 at 15.13.23.png,False
44007612,True,Tesco Extra,100,2845,2018-05-01,image.png,True
44001186,True,Mace,95,1297,2022-12,Screenshot 2024-06-06 at 11.24.38.png,False
44002878,True,M&S Simply Food,90,2845,2018-07-01,bp,False
44006677,True,Esso On the Run,85,1039,2023-09-01,image.png,True
44001296,True,Londis,100,2329,2024-09-01,Screenshot 2024-02-27 at 20.59.20.png,True
44000183,True,Spar,70,1297,2017-07-01,Parkgate Service Station,False
44009515,True,Nisa,80,1039,2024-06-01,Screenshot 2024-05-03 at 20.54.23.png,True
44008723,True,Londis,95,523,2022-10-01,image.png,True
44008585,True,M&S Simply Food,95,2329,2023-12-29,7909c300-d480-4b60-86a7-2ff4a62a33e1.png,False
44005172,True,SPAR,100,2845,2024-09-01,shell-search-result.png,True
44002129,True,Parks Shop,95,781,2024-07-01,Allport Rd.png,True
44005315,True,Londis,100,2587,2023-06-01,Screenshot 2024-03-02 at 11.54.04.png,True
44006560,True,BP Connect,90,1813,2020-02-01,3.png,False
44001451,True,Londis,100,1813,2021-04-01,Screenshot 2024-05-02 at 17.24.50.png,True
44009704,True,ASDA Express,100,2845,2020-10-01,Asda Petrol Station Beddington,True
44011082,True,Co-op,100,2329,2024-08-01,Screenshot 2024-10-19 at 14.55.49.png,False
44004797,True,Londis,95,2329,2023-09-01,Screenshot 2024-05-02 at 16.22.21.png,True
44009812,True,Esso On the Run,70,2845,2023-09-01,2-Full.jpg,False
44001844,True,XL Stop & Shop,95,523,2011-06-01,image.png,True
44001100,True,Londis,95,2587,2021-02-01,3,True
44003109,True,Londis,100,2845,2024-03-01,8290b091-a68e-425e-939c-39147b28f893.png,False
44006187,True,Morrisons Daily,95,2845,2022-03,10.png,False
44003943,True,Shell Select,80,2845,2018-10-01,image.png,True
44003881,True,Jet,90,2845,2018-04-01,JET,False
44002899,True,Shell Select,100,2329,2023-05-01,Screenshot 2024-01-15 at 15.00.32.png,False
44000459,True,Londis,95,2845,2023-07-01,Shell,False
44005064,True,Tesco Extra,95,1813,2022-04-01,5.png,False
44007945,True,Tesco Express,100,2329,2023-04-01,Screenshot 2024-01-20 at 16.34.28.png,False
44007916,True,Premier,90,2071,2022-02-01,Gulf Fairview Garage,False
44002877,True,Londis,95,2845,2024-10-01,Screenshot 2024-10-16 at 12.18.26.png,True
44000404,True,best-one,95,1813,2023-07-01,006.png,True
44001459,True,Spar,95,523,2024-09-01,image.png,True
44005523,True,Shell Select,100,2845,2023-09-01,Shell Select.png,False
44003213,True,Mace,80,2845,2017-01-01,3,False
44005587,True,M&S Simply Food,95,523,2023-05-01,e1694433-1ffc-46d6-8198-a962e9288a19.jpg,True
44003004,True,Fishergate Supershop,95,2587,2023-02-01,Screenshot 2024-05-02 at 13.26.07.png,False
44005894,True,Premier,95,523,2023-05-01,d70ebf72-2918-489b-a70a-c15a46366941.jpg,True
44006913,True,Spar,100,1039,2022-07-01,image.png,True
44008680,True,Centra,100,1813,2023-04-01,Screenshot 2024-04-26 at 20.51.42.png,True
44009999,True,Tesco Extra,100,1555,2024-05-01,Screenshot 2024-05-17 at 18.07.20.png,True
44002090,True,Spar,95,1297,2021-04-01,Screenshot 2024-05-03 at 13.56.09.png,False
44008501,True,ASDA Express,95,523,2022-03-01,image.png,True
44006991,True,Costcutter,95,1813,2023-01-01,peter.beiham,False
44008428,True,Centra,90,523,2023-04-01,image.png,True
44010658,False,null,10,523,2022-07-01,image.png,True
44002818,True,Premier,100,1039,2023-05-01,Screenshot 2024-05-09 at 17.06.35.png,True
44002454,True,Londis,95,2845,2024-07,Screenshot 2024-04-28 at 16.20.49.png,True
44005831,True,Londis,80,1813,2023-08-01,Screenshot 2024-05-03 at 12.49.09.png,False
44006054,True,Costcutter,95,1813,2024-07-01,63 A640,True
44003745,True,Shell Select,95,1297,2024-04-01,shell.png,False
44010910,False,null,90,1297,2022-05-01,3.png,False
44003871,True,Londis,90,523,2024-07-01,5147204177-crop2.jpg,True
44008916,True,Spar,100,523,2023-04-01,0847135e-e242-59e8-b34f-7c634f63057c.jpg,True
44005416,True,Shell Select,95,2845,2023-02-01,Shell,False
44000208,True,Tesco Express,100,2845,2024-05-01,Screenshot 2024-05-18 at 17.04.31.png,True
44010996,True,Co-op,100,2845,2024-08,Screenshot 2024-01-28 at 19.09.11.png,False
44004403,True,Londis,95,1297,2024-06-01,Screenshot 2024-06-08 at 14.37.01.png,False
44004019,True,Londis,100,2845,2021-08-01,4.png,True
